('煎饼', 16,0.00695652)
('冒菜', 18,0.00782609)
('江浙菜', 39,0.01695652)
('沙拉', 33,0.01434783)
('徽菜', 3,0.00130435)
('淮扬菜', 4,0.00173913)
('葱油饼', 2,0.00086957)
('药店', 15,0.00652174)
('金陵菜', 2,0.00086957)
('米粉米线', 41,0.01782609)
('川湘菜', 111,0.04826087)
('日本料理', 10,0.00434783)
('牛肉汤', 17,0.00739130)
('东北菜', 4,0.00173913)
('锅贴', 10,0.00434783)
('煲仔饭', 6,0.00260870)
('韩国炸鸡', 17,0.00739130)
('鸡架', 2,0.00086957)
('钵钵鸡', 1,0.00043478)
('热干面', 1,0.00043478)
('新疆菜', 3,0.00130435)
('创意菜', 1,0.00043478)
('面馆', 62,0.02695652)
('黄焖鸡米饭', 58,0.02521739)
('韩国料理', 8,0.00347826)
('烤鱼', 8,0.00347826)
('鱼火锅', 4,0.00173913)
('粤菜', 11,0.00478261)
('其他菜系', 8,0.00347826)
('海鲜', 13,0.00565217)
('成人用品', 1,0.00043478)
('意面', 3,0.00130435)
('日式简餐', 27,0.01173913)
('汉堡薯条', 54,0.02347826)
('炒饭', 56,0.02434783)
('其他西餐', 17,0.00739130)
('烤鸭熟食', 13,0.00565217)
('干锅', 4,0.00173913)
('果切', 7,0.00304348)
('冰淇淋', 6,0.00260870)
('泡馍', 1,0.00043478)
('三明治', 1,0.00043478)
('海南菜', 1,0.00043478)
('盖浇饭', 113,0.04913043)
('烤肉拌饭', 8,0.00347826)
('北京炸酱面', 2,0.00086957)
('鸡公煲', 4,0.00173913)
('鲁菜', 2,0.00086957)
('烧腊饭', 1,0.00043478)
('中西糕点', 7,0.00304348)
('韩式简餐', 14,0.00608696)
('羊肉汤', 11,0.00478261)
('鲜花', 43,0.01869565)
('酸辣粉', 3,0.00130435)
('馄饨抄手', 12,0.00521739)
('川渝火锅', 3,0.00130435)
('印度菜', 1,0.00043478)
('炸鸡炸串', 114,0.04956522)
('私房菜', 15,0.00652174)
('粥店', 44,0.01913043)
('饺子', 19,0.00826087)
('砂锅', 6,0.00260870)
('木桶饭', 9,0.00391304)
('泰国菜', 1,0.00043478)
('串串香', 4,0.00173913)
('豆浆油条', 2,0.00086957)
('兰州拉面', 6,0.00260870)
('小龙虾', 23,0.01000000)
('章鱼小丸子', 2,0.00086957)
('浏阳蒸菜', 3,0.00130435)
('麻辣香锅', 23,0.01000000)
('西北菜', 9,0.00391304)
('沙县小吃', 10,0.00434783)
('水果店', 53,0.02304348)
('蛋糕', 36,0.01565217)
('美妆个护', 3,0.00130435)
('重庆小面', 7,0.00304348)
('云南菜', 2,0.00086957)
('肉禽蛋品', 5,0.00217391)
('牛肉火锅', 1,0.00043478)
('驴肉火烧', 1,0.00043478)
('烧饼', 2,0.00086957)
('烧烤', 60,0.02608696)
('其他香锅火锅', 27,0.01173913)
('脆皮鸡饭', 13,0.00565217)
('粉丝汤', 15,0.00652174)
('包子汤包', 19,0.00826087)
('卤味鸭脖', 19,0.00826087)
('咖啡', 13,0.00565217)
('小火锅', 13,0.00565217)
('水果捞', 3,0.00130435)
('糖葫芦', 1,0.00043478)
('其他快餐', 245,0.10652174)
('其他小吃', 56,0.02434783)
('生煎', 5,0.00217391)
('凉皮', 17,0.00739130)
('其他甜品饮品', 6,0.00260870)
('意大利菜', 1,0.00043478)
('休闲零食', 5,0.00217391)
('焗饭', 7,0.00304348)
('绿植', 2,0.00086957)
('牛排', 5,0.00217391)
('卤煮火烧', 1,0.00043478)
('奶茶果汁', 100,0.04347826)
('烤冷面', 10,0.00434783)
('牛肉饭', 5,0.00217391)
('螺蛳粉', 4,0.00173913)
('蒸鸡滋补鸡', 8,0.00347826)
('肉夹馍', 5,0.00217391)
('茶餐厅', 3,0.00130435)
('排骨饭', 8,0.00347826)
('面包', 4,0.00173913)
('社区生鲜店', 23,0.01000000)
('焖锅', 3,0.00130435)
('海鲜水产', 5,0.00217391)
('苏帮菜', 1,0.00043478)
('咖喱饭', 4,0.00173913)
('披萨', 28,0.01217391)
('麻辣烫', 54,0.02347826)
('北京菜', 5,0.00217391)
('刺身寿司', 10,0.00434783)
('滋补炖汤', 7,0.00304348)
('韩式烤肉', 2,0.00086957)
('甜品', 54,0.02347826)
('大型超市', 42,0.01826087)
('便利店', 27,0.01173913)
('花甲', 12,0.00521739)
