('煎饼', 19840,0.00754453)
('冒菜', 21566,0.00820087)
('江浙菜', 43088,0.01638501)
('沙拉', 57449,0.02184605)
('徽菜', 889,0.00033806)
('淮扬菜', 3047,0.00115868)
('葱油饼', 1807,0.00068715)
('药店', 7468,0.00283985)
('金陵菜', 260,0.00009887)
('米粉米线', 40774,0.01550507)
('川湘菜', 179206,0.06814642)
('日本料理', 8865,0.00337108)
('牛肉汤', 28568,0.01086351)
('东北菜', 2675,0.00101722)
('锅贴', 7185,0.00273223)
('煲仔饭', 5947,0.00226146)
('韩国炸鸡', 23598,0.00897358)
('鸡架', 1356,0.00051564)
('钵钵鸡', 1027,0.00039054)
('热干面', 1820,0.00069209)
('新疆菜', 2226,0.00084648)
('创意菜', 1673,0.00063619)
('面馆', 72408,0.02753449)
('黄焖鸡米饭', 120760,0.04592124)
('韩国料理', 7487,0.00284707)
('烤鱼', 3922,0.00149141)
('鱼火锅', 1502,0.00057116)
('粤菜', 9724,0.00369773)
('其他菜系', 2859,0.00108719)
('海鲜', 3008,0.00114385)
('成人用品', 114,0.00004335)
('意面', 2549,0.00096930)
('日式简餐', 55185,0.02098512)
('汉堡薯条', 97356,0.03702143)
('炒饭', 88745,0.03374694)
('其他西餐', 14402,0.00547663)
('烤鸭熟食', 9908,0.00376770)
('干锅', 1177,0.00044758)
('果切', 2909,0.00110620)
('冰淇淋', 1165,0.00044301)
('泡馍', 225,0.00008556)
('三明治', 81,0.00003080)
('海南菜', 431,0.00016390)
('盖浇饭', 200670,0.07630850)
('烤肉拌饭', 10674,0.00405899)
('北京炸酱面', 1549,0.00058904)
('鸡公煲', 4431,0.00168497)
('鲁菜', 4888,0.00185875)
('烧腊饭', 1378,0.00052401)
('中西糕点', 1649,0.00062706)
('韩式简餐', 20955,0.00796853)
('羊肉汤', 5009,0.00190477)
('鲜花', 3390,0.00128911)
('酸辣粉', 4203,0.00159827)
('馄饨抄手', 9560,0.00363537)
('川渝火锅', 456,0.00017340)
('印度菜', 51,0.00001939)
('炸鸡炸串', 123247,0.04686697)
('私房菜', 19951,0.00758674)
('粥店', 89331,0.03396978)
('饺子', 17993,0.00684217)
('砂锅', 2327,0.00088489)
('木桶饭', 19987,0.00760043)
('泰国菜', 112,0.00004259)
('串串香', 531,0.00020192)
('豆浆油条', 4039,0.00153590)
('兰州拉面', 2300,0.00087462)
('小龙虾', 3303,0.00125603)
('章鱼小丸子', 206,0.00007834)
('浏阳蒸菜', 4754,0.00180780)
('麻辣香锅', 61073,0.02322415)
('西北菜', 7364,0.00280030)
('沙县小吃', 2383,0.00090618)
('水果店', 25904,0.00985048)
('蛋糕', 7470,0.00284061)
('美妆个护', 267,0.00010153)
('重庆小面', 6515,0.00247745)
('云南菜', 536,0.00020382)
('肉禽蛋品', 841,0.00031981)
('牛肉火锅', 59,0.00002244)
('驴肉火烧', 1889,0.00071833)
('烧饼', 1086,0.00041297)
('烧烤', 51132,0.01944390)
('其他香锅火锅', 42237,0.01606141)
('脆皮鸡饭', 38943,0.01480880)
('粉丝汤', 14141,0.00537738)
('包子汤包', 18244,0.00693762)
('卤味鸭脖', 4476,0.00170208)
('咖啡', 8894,0.00338211)
('小火锅', 5883,0.00223712)
('水果捞', 2427,0.00092291)
('糖葫芦', 104,0.00003955)
('其他快餐', 368409,0.14009438)
('其他小吃', 43636,0.01659340)
('生煎', 8843,0.00336272)
('凉皮', 24149,0.00918311)
('其他甜品饮品', 4305,0.00163706)
('意大利菜', 96,0.00003651)
('休闲零食', 187,0.00007111)
('焗饭', 8561,0.00325548)
('绿植', 118,0.00004487)
('牛排', 8901,0.00338477)
('卤煮火烧', 1208,0.00045936)
('奶茶果汁', 77548,0.02948907)
('烤冷面', 14706,0.00559223)
('牛肉饭', 14755,0.00561086)
('螺蛳粉', 5160,0.00196219)
('蒸鸡滋补鸡', 8307,0.00315889)
('肉夹馍', 3250,0.00123587)
('茶餐厅', 1466,0.00055747)
('排骨饭', 6172,0.00234702)
('面包', 1301,0.00049473)
('社区生鲜店', 6373,0.00242345)
('焖锅', 1480,0.00056280)
('海鲜水产', 1363,0.00051831)
('苏帮菜', 125,0.00004753)
('咖喱饭', 10787,0.00410196)
('披萨', 30124,0.01145521)
('麻辣烫', 90628,0.03446298)
('北京菜', 3843,0.00146137)
('刺身寿司', 3160,0.00120165)
('滋补炖汤', 2835,0.00107806)
('韩式烤肉', 2973,0.00113054)
('甜品', 20645,0.00785065)
('大型超市', 25234,0.00959570)
('便利店', 8916,0.00339048)
('花甲', 5093,0.00193671)
